,X,T
0,0.1085,400.0
1,0.10866666666666666,400.13055555555553
2,0.10883333333333332,400.2611111111111
3,0.10883333333333332,400.39166666666665
4,0.109,400.52222222222224
5,0.10916666666666666,400.65277777777777
6,0.10916666666666666,400.78333333333336
7,0.10933333333333332,400.9138888888889
8,0.1095,401.0444444444444
9,0.1095,401.175
10,0.10966666666666666,401.30555555555554
11,0.10983333333333332,401.43611111111113
12,0.10983333333333332,401.56666666666666
13,0.11,401.6972222222222
14,0.11016666666666666,401.8277777777778
15,0.11016666666666666,401.9583333333333
16,0.11033333333333332,402.0888888888889
17,0.1105,402.21944444444443
18,0.1105,402.35
19,0.11066666666666666,402.48055555555555
20,0.11083333333333333,402.6111111111111
21,0.11083333333333333,402.7416666666667
22,0.111,402.8722222222222
23,0.11116666666666666,403.0027777777778
24,0.11116666666666666,403.1333333333333
25,0.11133333333333333,403.2638888888889
26,0.1115,403.39444444444445
27,0.1115,403.525
28,0.11166666666666666,403.65555555555557
29,0.11183333333333333,403.7861111111111
30,0.11183333333333333,403.9166666666667
31,0.112,404.0472222222222
32,0.11216666666666666,404.1777777777778
33,0.11233333333333333,404.30833333333334
34,0.11233333333333333,404.43888888888887
35,0.1125,404.56944444444446
36,0.11266666666666666,404.7
37,0.11266666666666666,404.8305555555556
38,0.11283333333333333,404.9611111111111
39,0.11299999999999999,405.09166666666664
40,0.11299999999999999,405.22222222222223
41,0.11316666666666667,405.35277777777776
42,0.11333333333333333,405.48333333333335
43,0.11333333333333333,405.6138888888889
44,0.11349999999999999,405.74444444444447
45,0.11366666666666667,405.875
46,0.11366666666666667,406.00555555555553
47,0.11383333333333333,406.1361111111111
48,0.11399999999999999,406.26666666666665
49,0.11399999999999999,406.39722222222224
50,0.11416666666666667,406.52777777777777
51,0.11433333333333333,406.65833333333336
52,0.11433333333333333,406.7888888888889
53,0.11449999999999999,406.9194444444444
54,0.11466666666666667,407.05
55,0.11466666666666667,407.18055555555554
56,0.11483333333333333,407.31111111111113
57,0.11499999999999999,407.44166666666666
58,0.11516666666666667,407.5722222222222
59,0.11516666666666667,407.7027777777778
60,0.11533333333333333,407.8333333333333
61,0.11549999999999999,407.9638888888889
62,0.11549999999999999,408.09444444444443
63,0.11566666666666667,408.225
64,0.11583333333333333,408.35555555555555
65,0.11583333333333333,408.4861111111111
66,0.11599999999999999,408.6166666666667
67,0.11616666666666667,408.7472222222222
68,0.11616666666666667,408.8777777777778
69,0.11633333333333333,409.0083333333333
70,0.11649999999999999,409.1388888888889
71,0.11649999999999999,409.26944444444445
72,0.11666666666666667,409.4
73,0.11683333333333333,409.53055555555557
74,0.11699999999999999,409.6611111111111
75,0.11699999999999999,409.7916666666667
76,0.11716666666666667,409.9222222222222
77,0.11733333333333333,410.0527777777778
78,0.11733333333333333,410.18333333333334
79,0.1175,410.31388888888887
80,0.11766666666666667,410.44444444444446
81,0.11766666666666667,410.575
82,0.11783333333333333,410.7055555555556
83,0.118,410.8361111111111
84,0.118,410.96666666666664
85,0.11816666666666666,411.09722222222223
86,0.11833333333333333,411.22777777777776
87,0.1185,411.35833333333335
88,0.1185,411.4888888888889
89,0.11866666666666666,411.61944444444447
90,0.11883333333333333,411.75
91,0.11883333333333333,411.88055555555553
92,0.119,412.0111111111111
93,0.11916666666666666,412.14166666666665
94,0.11916666666666666,412.27222222222224
95,0.11933333333333333,412.40277777777777
96,0.1195,412.53333333333336
97,0.11966666666666666,412.6638888888889
98,0.11966666666666666,412.7944444444444
99,0.11983333333333333,412.925
100,0.12,413.05555555555554
101,0.12,413.18611111111113
102,0.12016666666666666,413.31666666666666
103,0.12033333333333333,413.4472222222222
104,0.12033333333333333,413.5777777777778
105,0.1205,413.7083333333333
106,0.12066666666666666,413.8388888888889
107,0.12083333333333333,413.96944444444443
108,0.12083333333333333,414.1
109,0.121,414.23055555555555
110,0.12116666666666666,414.3611111111111
111,0.12116666666666666,414.4916666666667
112,0.12133333333333333,414.6222222222222
113,0.1215,414.7527777777778
114,0.1215,414.8833333333333
115,0.12166666666666666,415.0138888888889
116,0.12183333333333334,415.14444444444445
117,0.122,415.275
118,0.122,415.40555555555557
119,0.12216666666666666,415.5361111111111
120,0.12233333333333334,415.6666666666667
121,0.12233333333333334,415.7972222222222
122,0.1225,415.9277777777778
123,0.12266666666666666,416.05833333333334
124,0.12266666666666666,416.18888888888887
125,0.12283333333333334,416.31944444444446
126,0.123,416.45
127,0.12316666666666666,416.5805555555556
128,0.12316666666666666,416.7111111111111
129,0.12333333333333332,416.8416666666667
130,0.1235,416.97222222222223
131,0.1235,417.10277777777776
132,0.12366666666666666,417.23333333333335
133,0.12383333333333332,417.3638888888889
134,0.124,417.49444444444447
135,0.124,417.625
136,0.12416666666666666,417.75555555555553
137,0.12433333333333332,417.8861111111111
138,0.12433333333333332,418.01666666666665
139,0.1245,418.14722222222224
140,0.12466666666666666,418.27777777777777
141,0.12483333333333332,418.40833333333336
142,0.12483333333333332,418.5388888888889
143,0.125,418.6694444444444
144,0.12516666666666668,418.8
145,0.12516666666666668,418.93055555555554
146,0.12533333333333332,419.06111111111113
147,0.1255,419.19166666666666
148,0.12566666666666665,419.3222222222222
149,0.12566666666666665,419.4527777777778
150,0.12583333333333332,419.5833333333333
151,0.126,419.7138888888889
152,0.126,419.84444444444443
153,0.12616666666666665,419.975
154,0.12633333333333333,420.10555555555555
155,0.1265,420.2361111111111
156,0.1265,420.3666666666667
157,0.12666666666666665,420.4972222222222
158,0.12683333333333333,420.6277777777778
159,0.12683333333333333,420.7583333333333
160,0.127,420.8888888888889
161,0.12716666666666665,421.01944444444445
162,0.12733333333333333,421.15
163,0.12733333333333333,421.28055555555557
164,0.1275,421.4111111111111
165,0.12766666666666665,421.5416666666667
166,0.12766666666666665,421.6722222222222
167,0.12783333333333333,421.8027777777778
168,0.128,421.93333333333334
169,0.12816666666666665,422.06388888888887
170,0.12816666666666665,422.19444444444446
171,0.12833333333333333,422.325
172,0.1285,422.4555555555556
173,0.1285,422.5861111111111
174,0.12866666666666665,422.7166666666667
175,0.12883333333333333,422.84722222222223
176,0.129,422.97777777777776
177,0.129,423.10833333333335
178,0.12916666666666665,423.2388888888889
179,0.12933333333333333,423.36944444444447
180,0.1295,423.5
181,0.1295,423.63055555555553
182,0.12966666666666665,423.7611111111111
183,0.12983333333333333,423.89166666666665
184,0.12983333333333333,424.02222222222224
185,0.13,424.15277777777777
186,0.13016666666666665,424.28333333333336
187,0.13033333333333333,424.4138888888889
188,0.13033333333333333,424.5444444444444
189,0.1305,424.675
190,0.13066666666666665,424.80555555555554
191,0.13083333333333333,424.93611111111113
192,0.13083333333333333,425.06666666666666
193,0.131,425.1972222222222
194,0.13116666666666665,425.3277777777778
195,0.13116666666666665,425.4583333333333
196,0.13133333333333333,425.5888888888889
197,0.1315,425.71944444444443
198,0.13166666666666665,425.85
199,0.13166666666666665,425.98055555555555
200,0.13183333333333333,426.1111111111111
201,0.132,426.2416666666667
202,0.13216666666666665,426.3722222222222
203,0.13216666666666665,426.5027777777778
204,0.13233333333333333,426.6333333333333
205,0.1325,426.7638888888889
206,0.1325,426.89444444444445
207,0.13266666666666665,427.025
208,0.13283333333333333,427.15555555555557
209,0.133,427.2861111111111
210,0.133,427.4166666666667
211,0.13316666666666666,427.5472222222222
212,0.13333333333333333,427.6777777777778
213,0.1335,427.80833333333334
214,0.1335,427.93888888888887
215,0.13366666666666666,428.06944444444446
216,0.13383333333333333,428.2
217,0.134,428.3305555555556
218,0.134,428.4611111111111
219,0.13416666666666666,428.5916666666667
220,0.13433333333333333,428.72222222222223
221,0.13433333333333333,428.85277777777776
222,0.1345,428.98333333333335
223,0.13466666666666666,429.1138888888889
224,0.13483333333333333,429.24444444444447
225,0.13483333333333333,429.375
226,0.135,429.50555555555553
